"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2020001.h00v01.001.2021124235542.h5","2021-05-05 00:14",905376,1620173695,990894779,"669baf268449941d449d37b35e4d8782","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v01.001.2021124235542.h5",2020,"001","01"
"VNP46A3.A2020001.h00v02.001.2021124235523.h5","2021-05-05 00:14",4729021,1620173696,4209152587,"79a8c75fb9854bdde55094f81ccff450","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v02.001.2021124235523.h5",2020,"001","01"
"VNP46A3.A2020001.h00v03.001.2021125035533.h5","2021-05-05 04:07",1005754,1620187623,673935175,"e11ecdc30cc45bf0a19ecefdbc2fca46","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v03.001.2021125035533.h5",2020,"001","01"
"VNP46A3.A2020001.h00v06.001.2021125035454.h5","2021-05-05 04:03",613577,1620187382,4254163820,"9a8540ffb47fb205c90a224152a2766d","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v06.001.2021125035454.h5",2020,"001","01"
"VNP46A3.A2020001.h00v09.001.2021124235557.h5","2021-05-05 00:14",623363,1620173696,3552833252,"940adf8b8887edbcf93b17f13ae771bc","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v09.001.2021124235557.h5",2020,"001","01"
"VNP46A3.A2020001.h00v10.001.2021125035851.h5","2021-05-05 04:06",816798,1620187563,2393809113,"6b6568c494b8fa0442ec303439508f98","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v10.001.2021125035851.h5",2020,"001","01"
"VNP46A3.A2020001.h00v11.001.2021125035600.h5","2021-05-05 04:03",656301,1620187382,4077202491,"9e8ee21675923572fa4180e8cefb1228","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v11.001.2021125035600.h5",2020,"001","01"
"VNP46A3.A2020001.h00v13.001.2021124235640.h5","2021-05-05 00:14",658153,1620173697,1144767903,"8371884cfe78f45b3b2bf9b191816ff5","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v13.001.2021124235640.h5",2020,"001","01"
"VNP46A3.A2020001.h00v14.001.2021124235507.h5","2021-05-05 00:00",608904,1620172802,4075488084,"90cc237c1c3aafe7b72f61ab4e7dd5fb","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v14.001.2021124235507.h5",2020,"001","01"
"VNP46A3.A2020001.h00v15.001.2021124235507.h5","2021-05-05 00:00",608904,1620172802,423998961,"2ae2fc7e272d42b26599ec4c1243a39e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2020/001/VNP46A3.A2020001.h00v15.001.2021124235507.h5",2020,"001","01"
